*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),錳(mg),維生素A總量(IU),視網醇當量(RE)(ug),視網醇(ug),α-胡蘿蔔素(ug),β-胡蘿蔔素(ug),維生素D總量(IU),維生素D總量(ug),維生素D2(ug),維生素D3(ug),維生素E總量(mg),α-維生素E當量(α-TE)(mg),α-生育酚(mg),β-生育酚(mg),γ-生育酚(mg),δ-生育酚(mg),維生素K1(ug),維生素K2 (MK-4)(ug),維生素K2 (MK-7)(ug),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),酪酸(4:0)(mg),己酸(6:0)(mg),辛酸(8:0)(mg),癸酸(10:0)(mg),月桂酸(12:0)(mg),十三酸(13:0)(mg),肉豆蔻酸(14:0)(mg),十五酸(15:0)(mg),棕櫚酸(16:0)(mg),十七酸(17:0)(mg),硬脂酸(18:0)(mg),十九酸(19:0)(mg),花生酸(20:0)(mg),山酸(22:0)(mg),廿四酸(24:0)(mg),脂肪酸M總量(mg),肉豆蔻烯酸(14:1)(mg),棕櫚烯酸(16:1)(mg),油酸(18:1)(mg),鱈烯酸(20:1)(mg),芥子酸(22:1)(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),十八碳四烯酸(18:4)(mg),花生油酸(20:4)(mg),廿碳五烯酸(20:5)(mg),廿二碳五烯酸(22:5)(mg),廿二碳六烯酸(22:6)(mg),其他脂肪酸(mg),P/M/S,反式脂肪(mg),水解胺基酸總量(mg),天門冬胺酸(Asp)(mg),酥胺酸(Thr)(mg),絲胺酸(Ser)(mg),麩胺酸(Glu)(mg),脯胺酸(Pro)(mg),甘胺酸(Gly)(mg),丙胺酸(Ala)(mg),胱胺酸(Cys)(mg),纈胺酸(Val)(mg),甲硫胺酸(Met)(mg),異白胺酸(Ile)(mg),白胺酸(Leu)(mg),酪胺酸(Tyr)(mg),苯丙胺酸(Phe)(mg),離胺酸(Lys)(mg),組胺酸(His)(mg),精胺酸(Arg)(mg),色胺酸(Trp)(mg),膽固醇(mg),酒精含量(g)
Q6400101,糕餅點心類,太妃糖,"前處理描述:混合均勻打碎(牛奶,糖等)",,,438 ,438,6.8,2.7,13.9,10.5,1.0,75.6,,,,,,,,,211,124,29,12,0.7,0.4,116,,,462,128,123,0,32,,,,,0.71 ,0.41 ,0.38 ,0.01 ,0.28 ,0.04 ,,,,0.03,0.17,0.00,0.17,0.39,5.1,,10479,0,91,287,355,2496,0,1442,77,2926,44,2729,0,33,0,0,3001,0,95,2905,0,0,421,363,57,0,0,0,0,0,,1.00/7.13/24.92,,,,,,,,,,,,,,,,,,,,,21 ,
Q6400201,糕餅點心類,蓮藕糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,葡萄糖,蜂蜜等)",,,395 ,395,1.4,0.2,0.4,0.1,0.3,97.8,0.2,,,,,,,,43,30,12,6,0.0,0.0,1,,,6,1,,0,4,,,,,0.03 ,0.02 ,0.01 ,0.01 ,0.01 ,0.00 ,,,,0.00,0.01,0.00,0.04,,0.0,,93,0,0,15,11,9,0,4,0,37,0,17,0,0,0,0,280,0,0,280,0,0,17,17,0,0,0,0,0,0,,1.00/16.75/5.56,,,,,,,,,,,,,,,,,,,,,,
Q6400301,糕餅點心類,枇杷糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,葡萄糖,果糖等)",,,394 ,394,1.5,0.2,0.1,,0.2,98.0,0.0,,,,,,,,14,29,4,9,0.0,0.1,1,,,0,0,,0,0,,,,,0.03 ,0.02 ,0.01 ,0.01 ,0.01 ,0.00 ,,,,0.00,0.01,0.00,0.05,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6400401,糕餅點心類,苦茶糖,"前處理描述:混合均勻打碎(青草,蜂蜜等)",,,396 ,396,0.9,0.1,0.2,0.2,0.3,98.5,0.0,,,,,,,,7,2,0,3,0.2,0.0,0,,,0,0,,0,0,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,0.00,0.03,0.00,0.00,,0.0,,184,0,1,12,10,110,0,32,0,20,0,0,0,0,0,0,55,0,0,55,0,0,1,1,0,0,0,0,0,0,,1.00/74.29/247.29,,,,,,,,,,,,,,,,,,,,,,
Q6400501,糕餅點心類,薑糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,生薑等)",,,359 ,357,12.7,0.3,2.5,1.1,0.5,84.0,1.1,,,,,,,,93,95,1,10,0.8,0.3,19,,,0,0,,0,0,,,,,0.25 ,0.25 ,0.25 ,0.00 ,0.00 ,0.00 ,,,,0.00,0.04,0.00,0.00,,4.7,,1137,0,0,0,0,22,0,64,0,700,20,331,0,0,0,0,1145,0,63,1082,0,0,178,178,0,0,0,0,0,0,,1.00/6.44/6.39,,,,,,,,,,,,,,,,,,,,,,
Q6400601,糕餅點心類,巧克力夾心糖,"前處理描述:混合均勻打碎(水飴,奶粉,可可粉,可可脂,維生素C等)",,,403 ,403,2.6,0.7,2.8,2.6,0.2,93.7,,,,,,,,,21,62,10,7,0.0,0.1,15,,,2,1,1,0,0,,,,,0.04 ,0.04 ,0.04 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.00,0.00,0.00,0.12,3.4,1.0,2555,10,95,83,1098,1,0,362,2,463,0,433,0,8,0,0,175,0,2,173,0,0,40,38,2,0,0,0,0,0,,1.00/4.40/64.18,,,,,,,,,,,,,,,,,,,,,0 ,
Q6800101,糕餅點心類,維生素C口含錠(檸檬),"前處理描述:混合均勻打碎(天然檸檬汁,維生素C,糖,檸檬酸等)",,,399 ,399,0.7,0.2,0.6,,0.3,98.3,,,,,,,,,9,3,2,38,0.0,0.1,1,,,734,73,,0,440,,,,,0.06 ,0.04 ,0.04 ,0.00 ,0.01 ,0.01 ,,,,0.00,0.10,0.00,0.00,,6.8,2598.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6800201,糕餅點心類,酵母菌咀嚼錠,"前處理描述:混合均勻打碎(酵母粉,玉米粉,大麥粉,奶粉,芝麻等)",,,391 ,372,4.1,23.6,5.6,1.6,5.2,61.4,9.5,,,,,,,,186,1529,8,163,10.3,2.6,415,,,105,20,14,0,34,,,,,0.19 ,0.19 ,0.19 ,0.00 ,0.00 ,0.00 ,,,,1.30,1.56,14.77,1.23,1.87,914.4,,1585,29,21,53,62,0,0,188,18,817,15,353,0,23,7,0,2105,0,190,1908,7,0,1929,1888,41,0,0,0,0,0,,1.22/1.33/1.00,,20993 ,2118 ,984 ,1015 ,3970 ,926 ,966 ,1662 ,380 ,1106 ,364 ,907 ,1680 ,719 ,896 ,1323 ,484 ,1313 ,180 ,0 ,
Q6900101,糕餅點心類,乳酸球,"前處理描述:混合均勻打碎(乳糖,奶粉,砂糖,植物油等)",,,474 ,451,7.3,3.8,21.7,20.9,1.2,66.1,11.6,,,,,,,,35,370,137,20,0.5,0.4,158,,,85,23,21,0,8,,,,,0.12 ,0.02 ,0.01 ,0.01 ,0.05 ,0.05 ,,,,0.08,0.19,0.25,0.19,0.34,15.5,,20944,0,29,585,690,10820,0,4278,0,2415,0,2129,0,0,0,0,583,0,29,554,0,0,122,93,29,0,0,0,0,0,,1.00/4.76/171.10,,3638 ,311 ,144 ,174 ,721 ,344 ,110 ,193 ,68 ,193 ,58 ,152 ,321 ,125 ,154 ,233 ,95 ,224 ,18 ,10 ,
Q6900201,糕餅點心類,羊乳片,前處理描述:混合均勻打碎(生羊乳等),,,410 ,410,4.3,23.4,10.0,6.7,5.7,56.6,,47.5,23.0,0.0,0.0,0.5,0.0,24.0,319,1150,860,181,0.9,3.1,661,,,110,33,33,,,,,,,1.06 ,0.97 ,0.97 ,0.00 ,0.00 ,0.09 ,,,,0.28,2.00,3.60,0.31,1.23,15.0,3.1,6733,207,205,264,649,789,0,894,28,2526,52,1083,0,25,10,2,2125,0,59,2047,16,3,1145,1026,108,0,5,2,3,1,2,1.00/1.86/5.88,189 ,24546 ,1787 ,1007 ,1271 ,5060 ,2574 ,466 ,798 ,349 ,1410 ,567 ,1163 ,2287 ,1085 ,1102 ,1885 ,646 ,860 ,229 ,21 ,
Q6900301,糕餅點心類,紅豆球,"前處理描述:混合均勻打碎(紅豆,麥芽,砂糖等)",,,351 ,338,12.7,7.1,1.0,,0.8,78.4,6.3,,,,,,,,13,354,13,40,3.1,1.3,103,,,0,0,,0,0,,,,,0.80 ,0.20 ,0.13 ,0.01 ,0.61 ,0.05 ,,,,0.00,0.08,0.52,0.33,,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6534 ,851 ,304 ,411 ,1050 ,258 ,283 ,314 ,110 ,418 ,40 ,341 ,618 ,163 ,415 ,400 ,181 ,338 ,39 ,,
Q6900401,糕餅點心類,綠豆球,"前處理描述:混合均勻打碎(綠豆,麥芽,砂糖等)",,,346 ,333,13.9,6.2,1.1,,0.9,77.9,6.5,,,,,,,,16,345,14,48,3.2,0.9,102,,,0,0,,0,0,,,,,1.12 ,0.22 ,0.10 ,0.04 ,0.98 ,0.00 ,,,,0.01,0.09,0.46,0.64,,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078 ,631 ,246 ,326 ,762 ,211 ,230 ,258 ,119 ,312 ,45 ,253 ,461 ,156 ,306 ,315 ,149 ,293 ,5 ,,
Q6900501,糕餅點心類,棉花糖,"前處理描述:混合均勻打碎(砂糖,澱粉,玉米糖漿等)",,,331 ,331,17.5,3.2,0.3,0.2,0.1,78.9,0.0,61.7,8.4,0.1,0.0,18.0,35.3,0.0,16,3,1,1,0.0,0.0,6,,,0,0,,0,0,,,,,0.01 ,0.00 ,0.00 ,0.00 ,0.01 ,0.00 ,,,,0.00,0.00,0.00,0.00,,7.6,,156,0,0,0,0,0,0,0,0,141,0,15,0,0,0,0,18,0,0,18,0,0,130,130,0,0,0,0,0,0,0,7.41/1.00/8.89,0 ,3459 ,289 ,90 ,141 ,529 ,397 ,600 ,279 ,23 ,125 ,25 ,85 ,174 ,63 ,121 ,164 ,58 ,296 ,0 ,,
Q8100101,糕餅點心類,甘薯蜜餞,樣品狀態:糖漬; 前處理描述:混合均勻打碎,,,347 ,339,13.0,0.9,0.6,,1.1,84.3,4.1,,,,,,,,163,160,67,18,0.8,0.2,22,,,116,12,,4,68,,,,,,,,,,,,,,0.71,0.05,0.17,0.01,,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8100201,糕餅點心類,芒果青,樣品狀態:糖漬; 前處理描述:混合均勻打碎,,,223 ,217,44.2,0.6,0.4,0.2,0.6,54.2,2.9,22.3,0.7,0.8,0.0,0.0,20.7,0.0,149,53,47,62,1.4,0.0,18,,,3,0,,0,2,,,,,,,,,,,,,,0.00,0.04,1.08,0.05,,,0.1,183,0,0,0,0,0,0,8,0,160,0,3,0,7,4,0,81,0,12,62,7,0,158,119,39,0,0,0,0,0,0,1.96/1.00/2.26,0 ,,,,,,,,,,,,,,,,,,,,,
Q8100401,糕餅點心類,芭樂果乾,"樣品狀態:果乾(芭樂,糖,鹽); 前處理描述:混合均勻打碎",,0 ,347 ,329,12.5,1.1,0.2,0.1,1.0,85.2,8.9,59.0,13.0,14.0,0.0,0.0,32.0,0.0,368,110,49,6,3.8,0.0,14,0.082 ,0.106 ,20,2,0,,12,0.00 ,0.00 ,0.00 ,0.00 ,0.59 ,0.57 ,0.57 ,0.00 ,0.02 ,0.00 ,6.05 ,0.00 ,0.00 ,0.00,0.00,0.95,0.00,0.00,51.2,28.8,126,0,0,0,0,0,0,0,0,92,0,33,0,1,0,0,20,0,0,14,7,0,53,37,17,0,0,0,0,0,0,2.61/1.00/6.17,0 ,681 ,98 ,26 ,36 ,71 ,11 ,52 ,51 ,10 ,49 ,4 ,37 ,74 ,9 ,35 ,64 ,17 ,27 ,8 ,0 ,
Q8100501,糕餅點心類,鳳梨果乾,"樣品狀態:果乾(鳳梨,糖,鹽); 前處理描述:混合均勻打碎",,0 ,348 ,342,12.2,2.0,0.3,0.1,1.0,84.6,3.4,46.3,10.0,10.6,0.0,0.0,25.7,0.0,182,262,21,26,0.0,0.0,16,0.240 ,0.883 ,117,12,0,,70,0.00 ,0.00 ,0.00 ,0.00 ,0.07 ,0.07 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.08,0.00,1.31,0.06,0.00,38.9,30.8,134,0,0,0,0,0,0,8,0,91,0,14,0,6,5,10,64,0,0,52,12,0,48,28,20,0,0,0,0,0,5,1.00/1.33/2.80,0 ,646 ,159 ,15 ,36 ,65 ,0 ,46 ,56 ,13 ,41 ,5 ,35 ,46 ,18 ,26 ,43 ,14 ,22 ,6 ,0 ,
Q8100601,糕餅點心類,檸檬果乾,"樣品狀態:果乾(檸檬,糖,鹽); 前處理描述:混合均勻打碎",,0 ,344 ,327,12.7,0.8,0.2,0.1,1.7,84.6,8.2,57.4,24.6,26.6,0.0,0.0,6.1,0.0,292,17,96,9,1.3,0.0,7,0.042 ,0.069 ,7,1,0,,4,0.00 ,0.00 ,0.00 ,0.00 ,0.47 ,0.41 ,0.41 ,0.00 ,0.06 ,0.00 ,3.34 ,0.00 ,0.00 ,0.00,0.00,0.00,0.00,0.00,9.1,0.0,50,0,0,0,0,0,0,0,0,41,0,10,0,0,0,0,66,0,0,66,0,0,94,69,25,0,0,0,0,0,0,1.86/1.30/1.00,0 ,538 ,72 ,25 ,30 ,63 ,16 ,34 ,38 ,10 ,38 ,0 ,28 ,54 ,11 ,32 ,48 ,12 ,23 ,4 ,0 ,
Q9100101,糕餅點心類,豆干丁(五香),"前處理描述:混合均勻打碎(黃豆,糖,鹽,辣椒,香辛料,調味料,己二烯酸等)",,,383 ,377,21.7,35.4,18.1,3.4,5.2,19.6,2.8,5.6,0.3,0.3,,0.0,5.0,0.0,988,284,640,83,3.3,2.7,542,,,28,3,,,17,,,,,15.02 ,2.26 ,0.84 ,0.44 ,11.22 ,2.52 ,,,,0.06,0.07,0.31,0.05,,20.2,0.0,3428,0,0,43,31,0,0,18,0,2292,0,903,0,57,63,22,3911,0,0,3882,29,0,10708,9361,1347,0,0,0,0,0,8,3.12/1.14/1.00,,31916 ,3571 ,1180 ,1535 ,6052 ,1419 ,2334 ,1362 ,243 ,1458 ,390 ,1467 ,2595 ,1234 ,1667 ,1953 ,788 ,2330 ,338 ,,
Q9100202,糕餅點心類,豆干片(沙茶),"前處理描述:混合均勻打碎(黃豆,糖,鹽,辣椒,沙茶,香辛料,調味料,己二烯酸等)",,,464 ,454,15.7,16.2,28.2,4.7,3.5,36.4,5.3,25.5,1.6,0.4,,3.3,20.2,0.0,686,182,450,52,2.8,1.3,263,,,7,1,0,,4,,,,,14.11 ,2.49 ,1.36 ,0.00 ,10.70 ,2.05 ,,,,0.04,0.05,0.24,0.05,0.03,15.9,0.0,4749,0,0,7,0,0,0,25,0,3231,30,1208,0,97,114,38,6925,0,26,6848,51,0,16523,14516,2007,0,0,0,0,0,23,3.48/1.46/1.00,,13475 ,1481 ,483 ,634 ,2725 ,584 ,904 ,584 ,100 ,608 ,141 ,621 ,1077 ,460 ,680 ,815 ,334 ,913 ,332 ,0 ,
Q9900101,糕餅點心類,布丁粉,"前處理描述:混合均勻(海藻粉,奶粉,芋頭粉等)",,,419 ,419,2.2,2.7,7.1,5.0,1.9,86.1,,77.7,1.9,0.0,0.0,1.2,74.0,0.7,231,655,28,15,1.1,0.4,142,,,7,1,,0,4,,,,,2.91 ,0.72 ,0.43 ,0.22 ,1.56 ,0.70 ,,,,0.05,0.13,0.00,0.05,0.25,13.9,,5026,4,54,180,175,1407,0,667,22,1219,21,1262,0,10,3,2,1909,0,2,1906,1,0,115,114,1,0,0,0,0,0,0,1.00/16.54/43.54,12 ,2976 ,264 ,125 ,158 ,599 ,263 ,75 ,113 ,45 ,186 ,38 ,133 ,276 ,107 ,127 ,217 ,91 ,157 ,0 ,0 ,
Q9900201,糕餅點心類,冰淇淋粉(香草),前處理描述:混合均勻,,,430 ,430,3.1,15.9,11.7,11.3,4.0,65.3,,,,,,,,,583,645,453,47,0.3,1.7,396,,,20,6,6,,,,,,,0.14 ,0.09 ,0.09 ,0.00 ,0.03 ,0.02 ,,,,0.16,1.44,2.70,0.10,0.58,6.0,1.1,11321,1576,23,267,245,3184,0,1196,15,2159,41,2540,8,36,27,5,366,0,4,363,0,0,15,13,2,0,0,0,0,0,,1.00/24.08/744.31,,16107 ,1137 ,644 ,805 ,3351 ,1605 ,389 ,522 ,163 ,931 ,397 ,759 ,1494 ,726 ,742 ,1235 ,445 ,592 ,170 ,15 ,
Q9900301,糕餅點心類,起酥片,"前處理描述:混合均勻打碎(麵粉,瑪琪琳,水,糖,檸檬酸等)",,,404 ,401,31.9,6.7,26.9,16.5,0.7,33.8,1.2,2.7,0.0,0.1,,1.2,1.4,0.0,205,51,10,18,0.3,0.3,64,,,281,28,0,,168,,,,,6.17 ,1.44 ,1.02 ,0.06 ,3.37 ,1.72 ,,,,0.10,0.02,1.06,0.02,0.00,16.5,0.4,16497,0,0,198,173,2141,0,934,19,10766,32,2089,0,90,35,22,6055,0,31,5952,72,0,4326,4022,304,0,0,0,0,0,0,1.00/1.40/3.81,,7100 ,261 ,180 ,314 ,2484 ,828 ,246 ,203 ,140 ,286 ,66 ,232 ,452 ,244 ,336 ,248 ,229 ,246 ,107 ,,
R0100101,加工調理食品及其他類,廣東粥,"前處理描述:混合均勻打碎(花枝,豬肝,油條,蛋等)",,,81 ,81,82.3,4.9,2.8,0.8,0.9,9.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,53,5,6,1.7,0.7,40,,,6700,2010,2010,0,0,,,,,1.25 ,0.41 ,0.33 ,0.02 ,0.68 ,0.22 ,,,,0.04,0.25,0.50,0.07,0.40,11.0,0.0,847,0,0,1,0,0,0,16,1,576,7,231,0,6,6,3,936,0,35,888,13,0,1031,902,69,0,32,4,8,16,37,1.22/1.10/1.00,7 ,4480 ,376 ,170 ,217 ,986 ,243 ,211 ,237 ,132 ,222 ,41 ,183 ,333 ,165 ,198 ,269 ,118 ,301 ,78 ,54 ,
R0200101,加工調理食品及其他類,冷凍火腿炒飯,"樣品狀態:冷凍包裝(米,火腿,蔬菜等); 前處理描述:混合均勻打碎",,,189 ,185,58.7,5.0,5.6,1.1,1.0,29.7,2.0,,,,,,,,220,57,23,9,0.4,0.5,62,,,230,69,69,,,,,,,3.40 ,0.74 ,0.47 ,0.10 ,1.99 ,0.84 ,,,,0.05,0.07,0.60,0.01,0.06,0.0,4.5,1085,0,0,0,0,0,0,0,0,767,0,287,0,16,16,0,1419,0,25,1394,0,0,3093,2694,358,0,26,0,0,16,,2.85/1.31/1.00,,4891 ,469 ,191 ,261 ,858 ,223 ,206 ,274 ,132 ,289 ,75 ,216 ,400 ,215 ,243 ,259 ,126 ,381 ,73 ,37 ,
R0200201,加工調理食品及其他類,冷凍蝦仁炒飯,"樣品狀態:冷凍包裝(米,蝦仁,蔬菜等); 前處理描述:混合均勻打碎",,,148 ,143,64.8,4.7,3.4,0.5,2.5,24.6,2.7,1.3,0.4,0.3,0.0,0.0,0.7,0.0,222,44,24,10,0.6,0.4,44,,,0,0,0,,,,,,,2.96 ,0.58 ,0.34 ,0.08 ,1.80 ,0.74 ,,,,0.02,0.02,0.50,0.00,0.18,0.0,,488,0,0,0,0,0,0,3,0,317,2,129,0,14,19,4,1595,0,4,1576,13,1,1337,1125,193,0,0,14,0,4,7,2.74/3.27/1.00,13 ,4016 ,379 ,138 ,181 ,836 ,181 ,170 ,216 ,99 ,209 ,55 ,162 ,317 ,173 ,187 ,197 ,103 ,331 ,82 ,11 ,
R0300101,加工調理食品及其他類,三角飯糰(肉鬆),"前處理描述:混合均勻打碎(米,肉鬆,海苔,美奶滋,芝麻,食品添加物等)",,,219 ,215,51.2,5.8,5.5,0.8,0.9,36.6,1.9,1.9,0.1,0.0,0.0,0.3,1.6,0.0,224,74,12,9,0.3,0.5,41,0.135 ,0.324 ,172,17,0,,102,0.00 ,0.00 ,0.00 ,0.00 ,53.76 ,50.59 ,50.25 ,0.07 ,2.85 ,0.60 ,64.69 ,0.00 ,,0.02,0.05,0.19,0.02,0.97,21.9,1.5,764,0,0,0,0,0,0,18,0,703,5,0,0,16,16,7,1354,0,15,1323,16,0,2501,2202,283,0,0,16,0,0,846,3.27/1.77/1.00,39 ,5548 ,555 ,215 ,271 ,981 ,470 ,271 ,355 ,63 ,269 ,90 ,230 ,471 ,232 ,276 ,270 ,122 ,407 ,0 ,6 ,
R0300201,加工調理食品及其他類,糯米飯糰,"前處理描述:混合均勻打碎(油條,肉鬆,菜脯等)",,,335 ,333,37.0,5.9,17.6,3.9,1.2,38.3,1.1,,,,,,,,393,86,15,22,0.6,0.7,78,,,47,13,13,0,2,,,,,3.77 ,0.95 ,0.64 ,0.10 ,2.42 ,0.61 ,,,,0.06,0.02,0.80,0.06,0.44,14.0,0.0,3877,0,0,0,0,0,0,46,7,3034,26,722,0,42,0,0,3955,0,40,3872,28,14,9768,8772,945,0,37,14,0,0,,2.52/1.02/1.00,,5930 ,377 ,186 ,282 ,1657 ,555 ,230 ,249 ,238 ,266 ,27 ,212 ,424 ,213 ,282 ,182 ,148 ,332 ,70 ,0 ,
R0300301,加工調理食品及其他類,壽司(豆皮壽司),前處理描述:混合均勻打碎,稻禾壽司,0 ,194 ,193,56.2,6.3,4.7,0.7,1.1,31.7,0.7,8.4,0.9,1.7,0.0,0.1,5.7,0.0,276,46,17,28,0.9,1.1,61,0.092 ,0.411 ,0,0,0,,0,0.00 ,0.00 ,0.00 ,0.00 ,2.64 ,0.42 ,0.17 ,0.11 ,1.85 ,0.52 ,8.82 ,0.00 ,0.00 ,0.00,0.00,0.00,0.00,0.00,0.0,0.2,700,0,0,0,0,0,0,7,0,480,5,170,0,13,18,7,1800,0,7,1793,0,0,2226,1859,367,0,0,0,0,0,1,3.18/2.57/1.00,27 ,6851 ,768 ,249 ,361 ,1365 ,356 ,309 ,340 ,76 ,359 ,25 ,304 ,567 ,286 ,359 ,369 ,161 ,521 ,76 ,0 ,
R0400101,加工調理食品及其他類,肉粽,"前處理描述:混合均勻打碎(豬肉,香菇,鴨蛋黃,花生等)",,,235 ,234,51.0,8.2,8.8,3.3,1.3,30.7,0.6,,,,,,,,343,106,8,21,1.3,1.3,76,,,77,23,23,0,0,,,,,0.47 ,0.33 ,0.32 ,0.00 ,0.14 ,0.01 ,,,,0.06,0.16,2.10,0.15,0.20,21.0,0.0,3295,0,377,0,7,5,0,82,0,1800,20,864,0,40,66,33,3889,0,156,3659,74,0,1614,1448,40,0,70,0,29,28,,1.00/2.41/2.04,,6087 ,500 ,202 ,277 ,1546 ,287 ,282 ,314 ,184 ,283 ,123 ,207 ,418 ,241 ,268 ,242 ,157 ,480 ,76 ,61 ,
R0400201,加工調理食品及其他類,鹼粽,前處理描述:混合均勻打碎,,,131 ,130,68.7,2.1,1.7,0.2,0.6,26.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,25,5,6,0.0,0.5,15,0.001 ,0.002 ,0,0,0,,0,0.00 ,0.00 ,0.00 ,0.00 ,0.47 ,0.12 ,0.09 ,0.00 ,0.28 ,0.10 ,0.00 ,0.00 ,,0.00,0.00,0.62,0.00,0.00,10.4,0.0,168,0,0,0,0,0,0,4,0,151,1,0,0,5,5,3,277,0,2,263,3,9,622,550,72,0,0,0,0,0,641,3.69/1.64/1.00,13 ,2136 ,230 ,62 ,89 ,424 ,176 ,117 ,138 ,8 ,119 ,15 ,91 ,202 ,95 ,120 ,69 ,49 ,132 ,0 ,0 ,
R0500301,加工調理食品及其他類,冷凍筒仔米糕,"樣品狀態:冷凍包裝(糯米,香菇,豬前腿肉等); 前處理描述:混合均勻打碎",,,212 ,211,53.0,6.5,5.8,2.2,1.2,33.6,0.7,,,,,,,,331,95,6,15,0.8,0.8,53,,,39,11,11,0,2,,,,,0.35 ,0.23 ,0.21 ,0.02 ,0.10 ,0.02 ,,,,0.06,0.05,0.63,0.10,0.08,14.3,,2164,0,0,0,0,0,0,81,0,1380,22,646,0,18,18,0,2728,0,130,2551,47,0,857,817,29,0,11,0,0,0,,1.00/3.18/2.52,,6469 ,620 ,250 ,286 ,1289 ,309 ,330 ,383 ,147 ,365 ,43 ,283 ,538 ,237 ,320 ,368 ,160 ,489 ,51 ,13 ,
R0500401,加工調理食品及其他類,筒仔米糕,前處理描述:混合均勻打碎,,,246 ,244,48.3,6.6,8.6,3.1,1.0,35.5,1.1,,,,,,,,299,79,16,18,1.6,0.9,53,,,7,2,2,0,0,,,,,0.59 ,0.37 ,0.33 ,0.03 ,0.23 ,0.00 ,,,,0.05,0.07,0.60,0.06,0.29,4.0,0.0,3059,0,0,0,9,24,0,115,0,1899,36,946,0,22,5,3,3554,0,168,3316,68,3,1986,1779,134,0,25,9,18,20,,1.00/1.79/1.54,,6565 ,561 ,225 ,274 ,1257 ,454 ,487 ,410 ,157 ,317 ,145 ,244 ,464 ,236 ,276 ,343 ,152 ,563 ,0 ,17 ,
R0600101,加工調理食品及其他類,豬血糕,"前處理描述:混合均勻打碎(豬血,糯米,鹽等)",米血糕,,194 ,192,51.2,8.6,0.9,0.3,1.4,37.8,0.9,0.0,0.0,0.0,,0.0,0.0,0.0,414,83,9,16,12.8,0.9,69,,,0,0,0,,0,,,,,0.05 ,0.04 ,0.04 ,0.00 ,0.01 ,0.00 ,,,,0.01,0.02,0.60,0.03,0.17,8.6,0.0,326,0,3,2,1,2,0,9,1,254,1,47,0,2,1,3,413,0,20,384,6,3,181,173,7,0,1,0,0,0,2,1.00/2.28/1.80,,8794 ,930 ,311 ,415 ,1189 ,369 ,417 ,619 ,133 ,664 ,130 ,197 ,993 ,318 ,528 ,540 ,425 ,499 ,121 ,24 ,
R0600201,加工調理食品及其他類,鴨血糕,"前處理描述:混合均勻打碎(鴨血,糯米,鹽等)",米血糕,,193 ,190,52.5,6.7,1.1,0.5,0.6,39.1,1.3,0.5,0.0,0.0,,0.0,0.5,0.0,1739,58,14,15,9.7,0.7,66,,,0,0,0,,0,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,0.02,0.02,1.41,0.01,0.00,16.8,0.0,454,0,0,0,0,0,0,16,0,312,2,114,0,4,2,4,367,0,8,354,5,0,239,229,9,0,2,0,0,0,2,1.00/1.54/1.90,,6513 ,659 ,236 ,315 ,946 ,272 ,300 ,435 ,73 ,462 ,84 ,177 ,665 ,240 ,380 ,392 ,342 ,410 ,126 ,12 ,
